word,meaning,type,priority,tianjin_hits,national_hits,source_note
a/an,一（个、件……）,exam,1,0,0,中考词表
ability,能力;才能,exam,2,0,4,中考词表
able,能够;有能力的,exam,3,0,18,中考词表
about,大约;到处;四处 prep. 关于;在各处;四处,exam,4,60,266,中考词表
above,在…上面 a. 上面的 ad. 在…之上,exam,5,0,15,中考词表
abroad,到（在）国外,exam,6,0,10,中考词表
accept,接受,exam,7,2,6,中考词表
accident,"事故,意外",exam,8,0,9,中考词表
across,"横过;穿过;另一边,在对面",exam,9,0,14,中考词表
act,"法令,条例 v. 行动,（戏）表演,扮演（角色）",exam,10,2,2,中考词表
action,"行动,行为,举动",exam,11,0,6,中考词表
active,"积极的,主动的",exam,12,7,6,中考词表
activity,活动,exam,13,0,8,中考词表
advantage,"优点;好处,有利条件",exam,14,0,3,中考词表
advertisement,广告,exam,15,0,0,中考词表
advice,"忠告,劝告,建议",exam,16,0,19,中考词表
afford,负担得起（…的费用）;抽得出（时间）;提供,exam,17,0,4,中考词表
afraid,害怕的;担心,exam,18,3,11,中考词表
Africa,非洲,exam,19,0,9,中考词表
after,在后;后来 prep. 在…之后 conj. 在…以后,exam,20,9,96,中考词表
afternoon,"下午,午后",exam,21,3,13,中考词表
again,"再一次;再,又",exam,22,2,30,中考词表
against,"对着,反对,倚靠",exam,23,2,12,中考词表
age,年龄;时代,exam,24,0,25,中考词表
ago,以前,exam,25,0,17,中考词表
agree,同意,exam,26,1,9,中考词表
air,空气;大气,exam,27,19,27,中考词表
aircraft,飞机 (单复数同),exam,28,0,0,中考词表
airline,航空公司;航空系统;航线,exam,29,0,0,中考词表
airplane,（美）飞机,exam,30,0,1,中考词表
airport,"航空站,飞机场",exam,31,2,4,中考词表
alike,"很相似地,同样地",exam,32,3,2,中考词表
alive,"活着的,存在的",exam,33,0,5,中考词表
all,全部地 a. 全（部）;所有的;总;整 pron. 全部;全体,exam,34,10,159,中考词表
allow,"允许,准许",exam,35,0,3,中考词表
almost,"几乎,差不多",exam,36,4,12,中考词表
alone,"单独的,孤独的",exam,37,4,10,中考词表
along,向前;和…一起;一同 prep. 沿着;顺着,exam,38,4,15,中考词表
already,已经,exam,39,0,20,中考词表
also,也,exam,40,27,114,中考词表
although,"虽然,尽管",exam,41,1,12,中考词表
always,"总是;一直;永远 am/æm/ v. be的人称形式之一  a.m./A.M. n. 午前,上午",exam,42,5,54,中考词表
amaze,"惊奇,惊叹;震惊",exam,43,0,0,中考词表
amazing,惊叹的;震惊的;令人惊讶的,exam,44,0,11,中考词表
America,美国;美洲,exam,45,0,4,中考词表
American,美国的;美国人的 n. 美国人,exam,46,0,3,中考词表
among,在…中间;在（三个以上）之间,exam,47,0,13,中考词表
and,和;又,exam,48,182,1174,中考词表
angel,"天使,守护神",exam,49,0,0,中考词表
angry,"生气的,愤怒的",exam,50,4,12,中考词表
animal,动物,exam,51,0,6,中考词表
another,再一;另一;别的 pron. 另一个,exam,52,7,41,中考词表
answer,"回答,答复;答案 v. 回答,答复;（作出）答案",exam,53,0,14,中考词表
any,任何的;（用于疑问句、否定句）一些;什么,exam,54,4,46,中考词表
anyhow,不管怎样,exam,55,0,0,中考词表
anyone,"任何人,无论谁",exam,56,0,5,中考词表
anything,什么事（物）;任何事（物）,exam,57,0,23,中考词表
anywhere,任何地方,exam,58,0,2,中考词表
apologize,"道歉,谢罪",exam,59,0,0,中考词表
apology,道歉;歉意,exam,60,0,0,中考词表
apple,苹果,exam,61,1,6,中考词表
April,4月,exam,62,0,7,中考词表
Arab,阿拉伯的 n. 阿拉伯人,exam,63,0,0,中考词表
area,"面积;地域,区域;范围,领域",exam,64,2,9,中考词表
arm,"臂,支架,（美）武器,武力",exam,65,0,1,中考词表
army,军队,exam,66,0,1,中考词表
around,在周围;在附近 prep. 在…周围;大约,exam,67,7,75,中考词表
arrive,到达;达到,exam,68,0,3,中考词表
arrow,箭;箭头,exam,69,0,0,中考词表
art,"艺术,美术;技艺",exam,70,1,34,中考词表
artist,"艺术家,美术家",exam,71,0,2,中考词表
article,文章;物品;冠词,exam,72,0,3,中考词表
as,"像…一样;当…时;如同;因为 prep. 作为,当做",exam,73,24,260,中考词表
Asia,亚洲,exam,74,0,2,中考词表
Asian,亚洲（人）的 n. 亚洲人,exam,75,0,2,中考词表
ask,"问;请求,要求;邀请",exam,76,0,26,中考词表
asleep,"睡着的,熟睡",exam,77,0,2,中考词表
assistant,"助手,助理",exam,78,0,3,中考词表
at,在（几点钟）;在（某处）,exam,79,62,338,中考词表
attack,"攻击,袭击",exam,80,0,2,中考词表
attend,"看护,照料,服侍;出席,参加",exam,81,0,1,中考词表
attention,"注意,关心",exam,82,1,19,中考词表
attract,"吸引,引起",exam,83,0,4,中考词表
August,8月,exam,84,5,2,中考词表
aunt,伯母;舅母;婶;姑;姨,exam,85,1,6,中考词表
Australia,澳洲;澳大利亚,exam,86,0,6,中考词表
Australian,"澳洲的,澳大利亚人的 n. 澳大利亚人",exam,87,0,0,中考词表
autumn,"秋天,秋季 awake (awoke,",exam,88,0,2,中考词表
away,离开;远离,exam,89,0,52,中考词表
awful,极坏的、极讨厌的、糟糕的、可怕的,exam,90,0,1,中考词表
baby,婴儿,exam,91,0,6,中考词表
back,"回（原处）;向后 a. 后面的 n. 背后,后部;背 bad (worse,",exam,92,8,72,中考词表
badly,"坏,恶劣地",exam,93,0,3,中考词表
bake,烤; 烘（面包）,exam,94,0,3,中考词表
ball,球 n. 舞会,exam,95,0,7,中考词表
balloon,气球,exam,96,0,0,中考词表
bamboo,竹子,exam,97,0,1,中考词表
banana,香蕉,exam,98,0,2,中考词表
band,"乐队,波段,一伙,一帮,带(状物)",exam,99,0,4,中考词表
bang,砰,exam,100,0,0,中考词表
bank,"（河海湖的）岸,堤, 银行",exam,101,0,8,中考词表
base,"根据地,基地,（棒球）垒",exam,102,0,5,中考词表
baseball,棒球,exam,103,0,0,中考词表
basket,篮子,exam,104,2,6,中考词表
basketball,篮球,exam,105,3,12,中考词表
