word,meaning,type,priority,tianjin_hits,national_hits,source_note
palace,"宫,宫殿",exam,1085,2,4,中考词表
pale,"苍白的,灰白的",exam,1086,0,0,中考词表
pan,平底锅,exam,1087,0,0,中考词表
panda,熊猫,exam,1088,1,3,中考词表
paper,纸;报纸,exam,1089,2,11,中考词表
pardon,"原谅,宽恕,对不起",exam,1090,0,0,中考词表
parent,"父(母),双亲",exam,1091,0,5,中考词表
park,公园 vt. 停放（汽车）,exam,1092,4,46,中考词表
parking,停车,exam,1093,0,1,中考词表
parrot,鹦鹉,exam,1094,0,4,中考词表
part,部分;角色;部件;零件 a. 局部的;部分的,exam,1095,22,48,中考词表
party,"聚会,晚会;党派",exam,1096,0,14,中考词表
pass,"传,递;经过;通过",exam,1097,0,14,中考词表
passage,"（文章等的）一节,一段;通道;走廊",exam,1098,8,51,中考词表
passenger,"乘客,旅客",exam,1099,0,0,中考词表
passport,护照,exam,1100,0,0,中考词表
past,"过 n. 过去,昔日,往事 prep. 过…,走过某处",exam,1101,2,21,中考词表
path,"小道,小径",exam,1102,0,0,中考词表
patient,病人,exam,1103,0,10,中考词表
pause,"中止,暂停;停止",exam,1104,0,0,中考词表
pay,"(paid, paid) v. 付钱,给…报酬 n. 工资 P.C.(缩) =",exam,1105,2,23,中考词表
personal computer,个人电脑 P.E.(缩) =,exam,1106,0,0,中考词表
physical education,体育,exam,1107,0,0,中考词表
pea,豌豆,exam,1108,0,0,中考词表
peace,和平,exam,1109,0,5,中考词表
pear,"梨子,梨树",exam,1110,0,0,中考词表
pen,"钢笔,笔",exam,1111,0,6,中考词表
pencil,铅笔,exam,1112,0,3,中考词表
pencil-box,铅笔盒,exam,1113,0,0,中考词表
penny,(英复pence) n.（英）便士;美分,exam,1114,0,0,中考词表
people,"人,人们;人民",exam,1115,50,259,中考词表
pepper,胡椒粉,exam,1116,0,0,中考词表
performance,"演出,表演",exam,1117,2,1,中考词表
perhaps,"可能,或",exam,1118,2,6,中考词表
permit,"许可,允许;执照 n. 许可证",exam,1119,0,0,中考词表
person,人,exam,1120,9,29,中考词表
personal,"个人的,私人的",exam,1121,0,7,中考词表
pet,"宠物,爱畜",exam,1122,2,5,中考词表
phone,"打电话 n. 电话,电话机",exam,1123,1,37,中考词表
photo,照片,exam,1124,0,17,中考词表
photograph,照片,exam,1125,0,0,中考词表
phrase,短语;习惯用语,exam,1126,3,3,中考词表
physicist,物理学家,exam,1127,0,0,中考词表
physics,物理（学）,exam,1128,0,1,中考词表
pianist,钢琴家,exam,1129,0,1,中考词表
piano,钢琴,exam,1130,2,4,中考词表
pick,"拾起,采集;挑选",exam,1131,2,19,中考词表
picnic,野餐,exam,1132,2,3,中考词表
picture,"图片,画片,照片",exam,1133,0,26,中考词表
pie,甜馅饼,exam,1134,1,0,中考词表
piece,"一块（片,张,件…）",exam,1135,1,12,中考词表
pig,猪,exam,1136,0,0,中考词表
pile,堆,exam,1137,0,0,中考词表
pill,"药丸,药片",exam,1138,0,0,中考词表
pilot,飞行员,exam,1139,0,1,中考词表
ping-pong,乒乓球,exam,1140,0,1,中考词表
pink,粉红色的,exam,1141,0,0,中考词表
pioneer,"先锋,开拓者",exam,1142,0,0,中考词表
pity,"怜悯,同情",exam,1143,0,1,中考词表
place,"地方,处所 v. 放置,安置,安排",exam,1144,10,47,中考词表
plan,"计划,打算",exam,1145,0,38,中考词表
plane,飞机,exam,1146,0,0,中考词表
planet,行星,exam,1147,0,7,中考词表
plant,"种植,播种 n. 植物",exam,1148,11,37,中考词表
plastic,塑料的,exam,1149,0,11,中考词表
plate,板;片;牌;盘子;盆子,exam,1150,0,3,中考词表
play,"玩;打（球）;游戏;播放 n. 玩耍,戏剧",exam,1151,17,36,中考词表
player,"比赛者,选手",exam,1152,3,3,中考词表
playground,"操场,运动场",exam,1153,2,5,中考词表
pleasant,"令人愉快的,舒适的",exam,1154,0,3,中考词表
please,"请,使人高兴,使人满意",exam,1155,0,26,中考词表
pleased,高兴的,exam,1156,0,2,中考词表
pleasure,"高兴,愉快",exam,1157,1,22,中考词表
plenty,"充足,大量",exam,1158,0,4,中考词表
plus,"加,加上 p.m./pm,",exam,1159,0,0,中考词表
P.M./PM,"下午,午后",exam,1160,0,0,中考词表
pocket,（衣服的）口袋,exam,1161,0,0,中考词表
point,"指,指向 n. 点;分数",exam,1162,0,4,中考词表
police,"警察,警务人员 policeman (复-",exam,1163,0,2,中考词表
polite,"有礼貌的,有教养的",exam,1164,0,2,中考词表
politics,政治,exam,1165,0,0,中考词表
pollute,污染,exam,1166,0,0,中考词表
pool,"水塘,水池",exam,1167,0,2,中考词表
poor,"贫穷;可怜;不好的,差的",exam,1168,0,16,中考词表
pop,"(口语) （音乐、艺术等）大众的,通俗的",exam,1169,0,0,中考词表
popular,"流行,大众,受欢迎的",exam,1170,7,31,中考词表
population,"人口,人数",exam,1171,0,10,中考词表
pork,猪肉,exam,1172,0,0,中考词表
porridge,"稀饭,粥",exam,1173,0,0,中考词表
port,"港口,码头",exam,1174,0,0,中考词表
possible,可能的,exam,1175,0,12,中考词表
post,"邮政,邮寄,邮件 v. 投寄;邮寄",exam,1176,0,8,中考词表
postage,邮费,exam,1177,0,0,中考词表
postbox,邮箱,exam,1178,0,0,中考词表
postcard,明信片,exam,1179,0,0,中考词表
postcode,（英）邮政编码,exam,1180,0,0,中考词表
postman,邮递员,exam,1181,0,0,中考词表
potato,"土豆,马铃薯",exam,1182,0,5,中考词表
potential,"潜在的,可能的",exam,1183,0,0,中考词表
pound,磅;英镑,exam,1184,0,0,中考词表
pour,"倾泻,不断流出",exam,1185,0,1,中考词表
practice/practise,练习,exam,1186,0,0,中考词表
praise,"n.& vt. 赞扬,表扬",exam,1187,0,3,中考词表
prefer,"宁愿（选择）,更喜欢",exam,1188,0,1,中考词表
prepare,"准备,预备,调制,配制",exam,1189,2,16,中考词表
present,"出现的,出席的 n. 礼物,赠品 vt. 呈奉,奉送",exam,1190,3,8,中考词表
press,"压,按 n. 新闻界,出版社",exam,1191,0,0,中考词表
pretty,"漂亮的,俊俏的",exam,1192,0,6,中考词表
prevent,"防止, 预防",exam,1193,0,4,中考词表
price,"价格,价钱",exam,1194,0,4,中考词表
pride,"自豪,骄傲",exam,1195,4,0,中考词表
print,印刷,exam,1196,0,3,中考词表
prize,"奖赏,奖品",exam,1197,0,5,中考词表
probable,"很可能,很有希望的",exam,1198,0,4,中考词表
probably,"很可能,大概",exam,1199,2,39,中考词表
problem,"问题,难题",exam,1200,0,33,中考词表
produce,生产;制造,exam,1201,0,18,中考词表
professor,教授 programme (美,exam,1202,0,3,中考词表
progress,"进步,上进 vi. 进展,进行",exam,1203,1,10,中考词表
promise,"答应,允诺",exam,1204,0,2,中考词表
pronounce,发音,exam,1205,0,0,中考词表
pronunciation,发音,exam,1206,0,0,中考词表
proper,"恰当的,合适的",exam,1207,5,12,中考词表
protect,保护,exam,1208,6,15,中考词表
proud,自豪的;骄傲的,exam,1209,1,9,中考词表
provide,提供,exam,1210,6,16,中考词表
province,省,exam,1211,0,5,中考词表
public,"公共,公众的 n. 公众",exam,1212,2,9,中考词表
pull,"拉,拖 n. 拉力,引力",exam,1213,2,2,中考词表
pupil,（小）学生,exam,1214,0,0,中考词表
purple,紫色,exam,1215,0,1,中考词表
purse,钱包,exam,1216,0,0,中考词表
push,"推 put (put,",exam,1217,0,6,中考词表
pyramid,(古埃及)金字塔,exam,1218,0,0,中考词表
quarrel,"争吵,吵架",exam,1219,0,0,中考词表
quarter,"四分之一,一刻钟",exam,1220,0,0,中考词表
queen,"皇后,女王",exam,1221,3,1,中考词表
question,询问 n. 问题,exam,1222,0,13,中考词表
queue,"行列,长队",exam,1223,0,0,中考词表
quick,快;敏捷的;急剧的,exam,1224,0,3,中考词表
quiet,安静的;寂静的,exam,1225,6,10,中考词表
quilt,被子;被状物,exam,1226,0,0,中考词表
quit,"离任,离校,戒掉",exam,1227,0,0,中考词表
quite,"完全,十分",exam,1228,3,20,中考词表
quiz,"测验,小型考试",exam,1229,0,0,中考词表
rabbit,"兔,家兔",exam,1230,0,1,中考词表
race,"种族,民族 v.（速度）竞赛,比赛 n. 赛跑,竞赛",exam,1231,0,19,中考词表
radio,"无线电,收音机",exam,1232,0,0,中考词表
rail,铁路,exam,1233,0,0,中考词表
railway,铁路;铁道,exam,1234,0,15,中考词表
rain,"雨,雨水 vi. 下雨",exam,1235,2,21,中考词表
raincoat,雨衣,exam,1236,0,1,中考词表
rainy,下雨的;多雨的,exam,1237,1,9,中考词表
raise,使升高;饲养,exam,1238,0,5,中考词表
rat,老鼠,exam,1239,0,5,中考词表
rather,"相当,宁可",exam,1240,0,4,中考词表
reach,"到达,伸手(脚)够到 read (read,",exam,1241,0,8,中考词表
ready,准备好的,exam,1242,6,15,中考词表
real,"真实的,确实的 realise (美",exam,1243,0,13,中考词表
really,真正地;到底;确实,exam,1244,5,44,中考词表
reason,"理由,原因",exam,1245,0,11,中考词表
receive,"收到,得到",exam,1246,1,5,中考词表
recent,"近来的,最近的",exam,1247,0,3,中考词表
record,记录;唱片,exam,1248,0,3,中考词表
recycle,回收;再循环,exam,1249,0,1,中考词表
red,红色 a. 红色的,exam,1250,4,14,中考词表
refuse,"拒绝,不愿",exam,1251,0,0,中考词表
regard,把…看作,exam,1252,0,1,中考词表
regret,"可惜,遗憾;痛惜;哀悼",exam,1253,0,2,中考词表
regulation,"规则,规章",exam,1254,0,0,中考词表
relax,"（使）放松,轻松",exam,1255,0,6,中考词表
relay,"接力,接替人,中转 v. 接替,补充;转运",exam,1256,0,0,中考词表
remain,"余下,留下 vi. 保持,仍是",exam,1257,0,0,中考词表
remember,"记得,想起",exam,1258,4,29,中考词表
rent,租金,exam,1259,0,0,中考词表
repair,修理;修补,exam,1260,4,3,中考词表
repeat,"重说,重做",exam,1261,0,3,中考词表
reply,"回答,答复",exam,1262,1,4,中考词表
report,"报道,报告",exam,1263,0,11,中考词表
research,"研究,调查",exam,1264,1,12,中考词表
rest,"休息;剩余的部分,其余的人（物） vi. 休息,歇息",exam,1265,3,14,中考词表
restaurant,"饭馆, 饭店",exam,1266,0,15,中考词表
result,"结果,效果",exam,1267,0,13,中考词表
return,归还,exam,1268,0,12,中考词表
review,重新调查;回顾;复习 n. 复查;复习;评论,exam,1269,0,2,中考词表
rice,稻米;米饭,exam,1270,2,5,中考词表
rich,"富裕的,有钱的",exam,1271,3,6,中考词表
riddle,"谜(语) ride (rode,",exam,1272,0,0,中考词表
right,"权利 a. 对,正确的 ad. 正确地,恰恰,完全地 a. 右,右边的 ring (rang,",exam,1273,7,55,中考词表
river,江;河;水道;巨流,exam,1274,2,30,中考词表
road,"路,道路",exam,1275,1,24,中考词表
rob,"抢夺,抢劫",exam,1276,0,0,中考词表
robot,机器人,exam,1277,0,5,中考词表
rock,"岩石,大石头 vt. 摇,摇晃",exam,1278,0,3,中考词表
room,"房间,室;空间;地方",exam,1279,6,23,中考词表
rose,玫瑰花,exam,1280,0,3,中考词表
rough,"粗糙的,粗略的",exam,1281,0,0,中考词表
round,"转过来 prep. 环绕一周,围着 a. 圆的;球形的",exam,1282,0,2,中考词表
row,"（一）排,（一）行 v. 划船",exam,1283,0,0,中考词表
rubber,橡胶;合成橡胶,exam,1284,0,0,中考词表
rubbish,垃圾;废物,exam,1285,3,14,中考词表
rude,"无理的, 粗鲁的",exam,1286,0,0,中考词表
rule,"规则,规定 vt. 统治,支配",exam,1287,0,9,中考词表
ruler,"统治者;直尺 run (ran,",exam,1288,0,0,中考词表
runner,赛跑者;操作者;滑行装置,exam,1289,0,0,中考词表
rush,"冲,奔跑",exam,1290,0,2,中考词表
Russia,"俄罗斯,俄国",exam,1291,0,3,中考词表
Russian,"俄国人的,俄语的 n. 俄国人,俄语",exam,1292,0,1,中考词表
sad,（使人）悲伤的,exam,1293,3,10,中考词表
safe,安全的 n. 保险柜,exam,1294,2,10,中考词表
safety,"安全,保险",exam,1295,3,11,中考词表
sail,"航行 v. 航行,开航",exam,1296,0,0,中考词表
salad,色拉,exam,1297,0,1,中考词表
sale,"卖,出售",exam,1298,0,3,中考词表
salesgirl,女售货员,exam,1299,0,0,中考词表
salesman,男售货员,exam,1300,0,0,中考词表
saleswoman,女售货员,exam,1301,0,1,中考词表
salt,盐,exam,1302,0,7,中考词表
same,"同样的事 a. 同样的,同一",exam,1303,3,27,中考词表
sand,"沙,沙子",exam,1304,0,3,中考词表
sandwich,三明治（夹心面包片）,exam,1305,0,4,中考词表
satellite,卫星,exam,1306,0,0,中考词表
satisfaction,满意,exam,1307,0,1,中考词表
satisfy,"满足,使满意",exam,1308,0,0,中考词表
Saturday,星期六,exam,1309,0,10,中考词表
save,"救,挽救,节省 say (said,",exam,1310,0,18,中考词表
scenery,"风景,景色,风光",exam,1311,0,0,中考词表
school,学校,exam,1312,30,172,中考词表
schoolbag,书包,exam,1313,0,0,中考词表
schoolmate,同校同学,exam,1314,0,0,中考词表
science,"科学,自然科学",exam,1315,5,24,中考词表
scientific,科学的,exam,1316,0,5,中考词表
scientist,科学家,exam,1317,0,9,中考词表
scissors,"剪刀,剪子",exam,1318,0,0,中考词表
score,"得分,分数,二十",exam,1319,0,1,中考词表
screen,"幕,荧光屏",exam,1320,0,6,中考词表
sea,"海,海洋",exam,1321,0,16,中考词表
seagull,海鸥,exam,1322,0,0,中考词表
search,"搜寻,搜查",exam,1323,0,6,中考词表
season,季;季节,exam,1324,0,3,中考词表
seat,"座位,座",exam,1325,0,7,中考词表
second,秒 num. 第二 a. 第二的,exam,1326,3,12,中考词表
secondhand,二手货; 旧货,exam,1327,0,0,中考词表
secret,"秘密,内情",exam,1328,0,5,中考词表
secretary,"秘书;书记 see (saw,",exam,1329,0,4,中考词表
seem,"似乎,好像",exam,1330,1,4,中考词表
seldom,"很少,不常 sell (sold,",exam,1331,0,2,中考词表
sentence,句子,exam,1332,0,2,中考词表
separate,"使分开,使分离 a. 单独的,分开的",exam,1333,0,5,中考词表
September,9月,exam,1334,0,6,中考词表
serious,"严肃的,严重的,认真的",exam,1335,0,13,中考词表
servant,"仆人,佣人",exam,1336,0,0,中考词表
serve,"招待（顾客等）,服务 set (set,",exam,1337,0,2,中考词表
seven,七,exam,1338,0,9,中考词表
seventeen,十七,exam,1339,0,0,中考词表
seventh,第七,exam,1340,0,2,中考词表
seventy,七十,exam,1341,0,2,中考词表
several,"几个,数个 a. 若干",exam,1342,0,19,中考词表
severe,"极为恶劣,十分严重的",exam,1343,0,0,中考词表
shall,"（表示将来）将要,会;…好吗",exam,1344,4,3,中考词表
shape,"形状,外形 v. 使成型,制造,塑造",exam,1345,0,9,中考词表
share,"分享,共同使用",exam,1346,5,19,中考词表
sharp,"锋利的,尖的",exam,1347,0,0,中考词表
sharpen,"（使）变锐利,削尖",exam,1348,0,0,中考词表
sharpener,削尖用的器具,exam,1349,0,0,中考词表
she,她 sheep (复,exam,1350,15,234,中考词表
sheet,"成幅的薄片,薄板 shelf (复",exam,1351,0,0,中考词表
shine,"光泽;光彩;阳光;晴天;光(亮) shine (shone, shone或-d, -",exam,1352,0,1,中考词表
ship,"船,轮船 vi. 用船装运",exam,1353,0,7,中考词表
shirt,男衬衫,exam,1354,0,2,中考词表
shoe,鞋,exam,1355,0,2,中考词表
shoot,"(shot, shot) vt. 射击,射中,发射",exam,1356,0,1,中考词表
shop,"买东西 n. 商店,车间",exam,1357,0,13,中考词表
shopping,买东西,exam,1358,5,14,中考词表
shore,"滨,岸",exam,1359,0,0,中考词表
short,短的;矮的,exam,1360,2,16,中考词表
shot,"射击,开枪,开炮,射击声;子弹",exam,1361,0,2,中考词表
should,"应当,应该,会 v. aux. 会,应该（shall的过去时态）",exam,1362,5,61,中考词表
shout,"喊,高声呼喊",exam,1363,0,3,中考词表
show,"展示,展览（会）;演出",exam,1364,4,45,中考词表
shower,"阵雨;淋浴 shut (shut,",exam,1365,0,1,中考词表
shy,害羞的,exam,1366,0,3,中考词表
sick,"有病,患病的,（想）呕吐",exam,1367,1,2,中考词表
side,"边,旁边,面,侧面",exam,1368,0,7,中考词表
sign,"符号,标记",exam,1369,0,8,中考词表
silence,"安静,沉默 silentˈsailənt] a. 无声的,无对话的",exam,1370,0,1,中考词表
silk,"（蚕）丝,丝织品",exam,1371,1,2,中考词表
silly,"傻的,愚蠢的",exam,1372,0,1,中考词表
simple,"简单的,简易的",exam,1373,0,14,中考词表
since,"从那时以来 conj. 从…以来,…以后,由于 prep. 从…以来 sing (sang,",exam,1374,2,28,中考词表
singer,"歌唱家,歌手",exam,1375,0,0,中考词表
single,"单一的,单个的 sink (sank,",exam,1376,0,6,中考词表
sir,先生;阁下,exam,1377,0,4,中考词表
sister,"姐;妹 sit (sat,",exam,1378,2,15,中考词表
situation,"形势,情况",exam,1379,0,10,中考词表
six,六,exam,1380,0,13,中考词表
sixth,第六,exam,1381,0,0,中考词表
sixty,六十,exam,1382,0,0,中考词表
sixteen,十六,exam,1383,0,1,中考词表
sixteenth,第十六,exam,1384,0,0,中考词表
size,"尺寸,大小",exam,1385,0,11,中考词表
skate,"溜冰,滑冰",exam,1386,2,0,中考词表
skateboard,"冰鞋,滑板",exam,1387,0,0,中考词表
ski,滑雪板;滑雪,exam,1388,0,4,中考词表
skirt,女裙,exam,1389,0,0,中考词表
sky,"天;天空 sleep (slept,",exam,1390,0,16,中考词表
slow,"慢慢地,缓慢地",exam,1391,0,10,中考词表
small,"小的,少的 smell (smelt, smelt / -ed,-",exam,1392,0,32,中考词表
smile,微笑,exam,1393,11,9,中考词表
smoke,烟 v. 冒烟;吸烟,exam,1394,0,11,中考词表
smoking,"吸烟,抽烟;冒烟",exam,1395,0,5,中考词表
snake,蛇 v. 蛇般爬行;蜿蜒行进,exam,1396,0,4,中考词表
snow,雪 vi.下雪,exam,1397,0,9,中考词表
so,"如此,这么;非常;同样 conj. 因此,所以",exam,1398,30,187,中考词表
soap,肥皂,exam,1399,0,1,中考词表
society,社会,exam,1400,0,13,中考词表
sock,短袜,exam,1401,0,0,中考词表
sofa,（长）沙发,exam,1402,0,1,中考词表
soft,"软的,柔和的",exam,1403,0,3,中考词表
soil,"土壤,土地",exam,1404,0,7,中考词表
soldier,"士兵,战士",exam,1405,0,2,中考词表
some,"一些,若干;有些;某一 pron. 若干,一些",exam,1406,22,172,中考词表
somebody,某人;有人;有名气的人,exam,1407,0,2,中考词表
someone,某一个人,exam,1408,3,19,中考词表
something,某事;某物,exam,1409,9,71,中考词表
sometimes,有时,exam,1410,6,36,中考词表
somewhere,在某处,exam,1411,0,1,中考词表
son,儿子,exam,1412,1,11,中考词表
song,歌唱;歌曲,exam,1413,1,2,中考词表
soon,"不久,很快,一会儿",exam,1414,3,29,中考词表
sorry,"对不起,抱歉;难过的",exam,1415,4,18,中考词表
so-so,一般;不怎么样;凑合,exam,1416,0,0,中考词表
sound,"听起来,发出声音 n. 声音",exam,1417,0,10,中考词表
soup,汤,exam,1418,5,3,中考词表
sour,"酸的,馊的",exam,1419,0,0,中考词表
south,南(方)的 ad. 在南方;向南方 n. 南;南方;南部,exam,1420,0,7,中考词表
southeast,东南,exam,1421,0,0,中考词表
southern,"南部的,南方的",exam,1422,0,4,中考词表
southwest,"西南 sow (sowed, sown或-",exam,1423,0,1,中考词表
space,空间,exam,1424,4,30,中考词表
spaceship,宇宙飞船,exam,1425,0,0,中考词表
Spanish,"西班牙人的,西班牙的,西班牙语的 n. 西班牙语 speak (spoke,",exam,1426,0,0,中考词表
special,"特别的,专门的",exam,1427,10,37,中考词表
speech,演讲,exam,1428,0,13,中考词表
speed,速度 v.（使）加速,exam,1429,0,8,中考词表
spell,拼写,exam,1430,0,0,中考词表
spirit,精神,exam,1431,0,5,中考词表
spit,吐唾沫;吐痰,exam,1432,0,0,中考词表
splendid,"灿烂的,辉煌的;（口语）极好的",exam,1433,0,0,中考词表
spoon,"匙, 调羹",exam,1434,0,0,中考词表
sport,"体育运动,锻炼;(复,英)运动会",exam,1435,1,12,中考词表
spot,"斑点,污点;场所,地点 v. 沾上污渍,弄脏",exam,1436,0,0,中考词表
spring,"春天,春季 n. 泉水,泉",exam,1437,0,12,中考词表
square,"广场 a. 平方的;方形的,宽而结实的（体格,肩膀）",exam,1438,0,1,中考词表
stamp,邮票,exam,1439,0,1,中考词表
stand,"站;立;停止;立场;地位;台;坛;摊 stand (stood,",exam,1440,3,8,中考词表
star,"星,恒星",exam,1441,0,10,中考词表
start,"开始,着手;出发",exam,1442,6,36,中考词表
state,"状态;情形;国家,（美国的）州",exam,1443,0,3,中考词表
station,"站,所,车站;电台",exam,1444,0,18,中考词表
stay,"停留,逗留,呆 steal (stole,",exam,1445,2,18,中考词表
steep,险峻的;陡峭的,exam,1446,0,0,中考词表
step,"脚步,台阶,梯级 vi. 走,跨步 stick (stuck,",exam,1447,0,19,中考词表
still,"不动的,平静的 ad. 仍然,还",exam,1448,7,45,中考词表
stocking,长统袜,exam,1449,0,0,中考词表
stomach,"胃,胃部",exam,1450,0,1,中考词表
stomachache,胃疼,exam,1451,0,0,中考词表
stone,"石头,石料",exam,1452,0,1,中考词表
stop,"停;（停车）站 v. 停,停止,阻止",exam,1453,3,29,中考词表
store,"商店 vt. 储藏,存储",exam,1454,0,22,中考词表
storm,"风暴,暴（风）雨",exam,1455,0,7,中考词表
story,"故事,小说",exam,1456,4,42,中考词表
straight,"一直的,直的 ad. 一直地,直地",exam,1457,0,3,中考词表
strange,"奇怪,奇特的,陌生的",exam,1458,0,8,中考词表
street,"街,街道",exam,1459,4,19,中考词表
strict,"严格的,严密的 strike (struck, struck或",exam,1460,0,7,中考词表
strong,强(壮)的;坚固的;强烈的;坚强的,exam,1461,3,22,中考词表
student,学生,exam,1462,3,19,中考词表
study,学习;研究 n. 书房,exam,1463,0,47,中考词表
stupid,"愚蠢的,笨的",exam,1464,0,1,中考词表
subject,题目;主题;学科;主语;主体,exam,1465,0,4,中考词表
succeed,成功,exam,1466,0,7,中考词表
success,成功,exam,1467,4,21,中考词表
successful,"成功的,有成就的",exam,1468,0,13,中考词表
such,"] ad. 那么 pron.（泛指）人,事物 a. 这样的,那样的",exam,1469,5,33,中考词表
sudden,突然的,exam,1470,0,4,中考词表
sugar,糖,exam,1471,0,13,中考词表
suggest,"建议,提议",exam,1472,0,10,中考词表
suggestion,建议,exam,1473,0,0,中考词表
suit,适合 n. 一套（衣服）,exam,1474,0,2,中考词表
summer,"夏天,夏季",exam,1475,13,21,中考词表
sun,"太阳,阳光",exam,1476,5,9,中考词表
Sunday,星期日,exam,1477,0,10,中考词表
sunglasses,"太阳眼镜,墨镜",exam,1478,0,2,中考词表
sunlight,"日光,阳光",exam,1479,2,6,中考词表
sunny,晴朗的;阳光充足的,exam,1480,1,11,中考词表
sunrise,"黎明,拂晓",exam,1481,0,0,中考词表
sunset,日落(时分),exam,1482,0,6,中考词表
sunshine,阳光,exam,1483,0,6,中考词表
super,"顶好的,超级的",exam,1484,0,0,中考词表
supermarket,超级市场,exam,1485,0,4,中考词表
supper,"晚餐,晚饭",exam,1486,2,0,中考词表
supply,"供给,供应",exam,1487,0,0,中考词表
suppose,"猜想,假定,料想",exam,1488,0,2,中考词表
sure,"确信,肯定 ad. (口语)的确,一定,当然",exam,1489,4,29,中考词表
surf,冲浪,exam,1490,0,1,中考词表
surprise,"使惊奇,使诧异 n. 惊奇,诧异",exam,1491,0,11,中考词表
sweater,"厚运动衫,毛衣 sweep(swept,",exam,1492,0,3,中考词表
sweet,"甜食;蜜饯;甜点;糖果;芳香 a. 甜的;可爱的;亲切的 swim (swam,",exam,1493,11,5,中考词表
swimming,游泳,exam,1494,2,11,中考词表
swimming pool,游泳池,exam,1495,0,0,中考词表
swing,"挥舞,摆动 n. 秋千",exam,1496,0,5,中考词表
table,"桌子,表格",exam,1497,5,12,中考词表
tail,(动物的)尾巴,exam,1498,0,0,中考词表
tailor,"裁缝 take (took,",exam,1499,0,0,中考词表
tale,"故事, 传说",exam,1500,0,2,中考词表
talk,"谈话,讲话,演讲,交谈",exam,1501,7,30,中考词表
tall,高的,exam,1502,0,3,中考词表
tape,磁带;录音带,exam,1503,0,1,中考词表
task,"任务, 工作",exam,1504,0,10,中考词表
taste,"品尝, 尝味;味道 vt. 品尝, 尝味",exam,1505,1,10,中考词表
taxi,出租汽车,exam,1506,3,3,中考词表
tea,"茶;茶叶  teach(taught,",exam,1507,1,6,中考词表
teacher,"教师,教员",exam,1508,3,40,中考词表
team,"队,组",exam,1509,0,36,中考词表
teamwork,"合作,协同工作",exam,1510,0,20,中考词表
teapot,茶壶,exam,1511,0,0,中考词表
tear,"眼泪 v. 扯破, 撕开",exam,1512,0,0,中考词表
technology,技术,exam,1513,0,12,中考词表
teenager,"（13～19岁的）青少年,十几岁的少年",exam,1514,0,2,中考词表
telegram,电报,exam,1515,0,0,中考词表
telegraph,(拍) 电报,exam,1516,0,0,中考词表
telephone,打电话 n. 电话,exam,1517,0,2,中考词表
television,"电视 tell (told,",exam,1518,0,3,中考词表
temperature,温度,exam,1519,0,10,中考词表
ten,十,exam,1520,1,12,中考词表
tent,帐篷,exam,1521,0,1,中考词表
term,学期;术语;条款;项,exam,1522,2,12,中考词表
terrible,可怕的;糟糕的,exam,1523,2,10,中考词表
terrify,使人感到恐怖,exam,1524,0,0,中考词表
test,"测试, 考查,试验",exam,1525,0,10,中考词表
text,"文本,课文",exam,1526,2,13,中考词表
textbook,"课本,教科书",exam,1527,0,0,中考词表
than,比,exam,1528,17,64,中考词表
thank,"感谢,致谢,道谢 n.（复）感谢,谢意",exam,1529,0,17,中考词表
thankful,"感谢的,感激的",exam,1530,0,8,中考词表
that,"那,那个 conj. 那,那个 ad. 那么,那样",exam,1531,79,437,中考词表
the,"这（那）个,这（那）些 theatre (美",exam,1532,380,3283,中考词表
their,"他(她,它)们的",exam,1533,30,197,中考词表
theirs,"他（她,它）们的",exam,1534,0,0,中考词表
them,他/她/它们（宾格）,exam,1535,12,150,中考词表
themselves,他/她/它们自己,exam,1536,0,19,中考词表
then,"当时,那时,然后,那么",exam,1537,4,83,中考词表
there,"那!你瞧! n. 那里,那儿 ad. 在那里,往那里",exam,1538,26,156,中考词表
these,这些,exam,1539,5,59,中考词表
they,他（她）们;它们,exam,1540,60,346,中考词表
thick,厚的 thief (复,exam,1541,2,2,中考词表
thin,薄的;瘦的;稀的,exam,1542,0,4,中考词表
thing,"东西;(复)物品,用品;事情,事件 think (thought,",exam,1543,9,25,中考词表
third,第三,exam,1544,1,11,中考词表
thirst,渴;口渴,exam,1545,0,0,中考词表
thirsty,渴,exam,1546,0,3,中考词表
thirteen,十三,exam,1547,0,0,中考词表
thirty,三十,exam,1548,0,2,中考词表
this,"这,这个",exam,1549,26,216,中考词表
those,那些,exam,1550,0,27,中考词表
though,"虽然,可是",exam,1551,1,19,中考词表
thought,"思考,思想;念头",exam,1552,6,40,中考词表
thousand,千,exam,1553,0,2,中考词表
three,三,exam,1554,5,44,中考词表
through,"穿（通）过;从始至终 ad. 穿(通)过;自始至终,全部 throw(threw,",exam,1555,6,35,中考词表
Thursday,星期四,exam,1556,0,4,中考词表
thus,这样;因而,exam,1557,0,0,中考词表
tick,"作记号 n. 记号,符号,滴答声",exam,1558,0,0,中考词表
ticket,票;卷,exam,1559,0,2,中考词表
tidy,"整洁的,干净的 vt. 弄整洁,弄干净",exam,1560,2,2,中考词表
tie,"（用绳,线）系,拴,扎 n. 领带,绳子,结;关系",exam,1561,0,5,中考词表
tiger,老虎,exam,1562,0,4,中考词表
till,"直到,直到…为止",exam,1563,0,3,中考词表
time,"时间;时期;钟点,次,回 vt. 测定…的时间,记录…的时间",exam,1564,17,186,中考词表
tire,使疲劳,exam,1565,0,0,中考词表
